metric,k,score
mrr,5,0.20291666666666663
mrr,10,0.20375
mrr,20,0.20375
ndcg,5,0.17143460759934373
ndcg,10,0.16539882130478858
ndcg,20,0.16580757130888357
recall,5,0.06477380946261402
recall,10,0.10777205421216332
recall,20,0.1547141952819135
