metric,k,score
mrr,5,0.7598333333333332
mrr,10,0.7670535714285713
mrr,20,0.7688535165814578
ndcg,5,0.602995502701212
ndcg,10,0.5766825843887138
ndcg,20,0.5529904753505318
recall,5,0.15439181243809696
recall,10,0.26267762280707435
recall,20,0.3895621015699558
