metric,k,score
mrr,5,0.8525
mrr,10,0.856922619047619
mrr,20,0.8576964285714286
ndcg,5,0.7389437346987623
ndcg,10,0.7246582249798226
ndcg,20,0.6987649419513338
recall,5,0.19301232882254524
recall,10,0.3448435907206025
recall,20,0.5034007298657088
