metric,k,score
mrr,5,0.85225
mrr,10,0.8555734126984127
mrr,20,0.8571268592518593
ndcg,5,0.7470728452192109
ndcg,10,0.7261376859013324
ndcg,20,0.7047493289499904
recall,5,0.19576211673816132
recall,10,0.3420372818754005
recall,20,0.5077693705963431
