metric,k,score
mrr,5,0.21033333333333332
mrr,10,0.21033333333333332
mrr,20,0.21108199643493764
ndcg,5,0.17972394102317626
ndcg,10,0.16772463617911743
ndcg,20,0.1638229395266016
recall,5,0.043326384702689257
recall,10,0.07489178039438951
recall,20,0.1179149571701754
