metric,k,score
mrr,5,0.18916666666666668
mrr,10,0.18966666666666668
mrr,20,0.18966666666666668
ndcg,5,0.15572338478182357
ndcg,10,0.14989646615687588
ndcg,20,0.14149568866716508
recall,5,0.03619543232173687
recall,10,0.06364109358120269
recall,20,0.09913642879890508
