metric,k,score
mrr,5,0.10241666666666667
mrr,10,0.10297222222222223
mrr,20,0.10297222222222223
ndcg,5,0.08326560018272292
ndcg,10,0.0764470603168545
ndcg,20,0.0724333442230793
recall,5,0.010375
recall,10,0.0185
recall,20,0.034624999999999996
